id,titulo,genero,artista_id
15273,Respond,Hip-Hop,10695
15274,Suddenly carry,Hip-Hop,10012
15275,It your bar,Rock,10442
15276,Response interview nothing interview,Electronic,13235
15277,Learn,Pop,735
15278,Culture perform,Rock,11589
15279,Sit,Pop,9135
15280,Inside continue image former,Pop,15474
15281,Rest all each product,Rock,10697
15282,Audience woman,Hip-Hop,6437
15283,Tree simple Mrs,Pop,16908
15284,Surface seek,Jazz,15237
15285,Feeling spring building,Electronic,2052
15286,Party machine choose,Jazz,3279
15287,This office,Rock,13698
15288,Eight finally,Electronic,19376
15289,He organization,Rock,2957
15290,Eye decide environment clearly,Rock,12704
15291,Add field,Jazz,926
15292,Reach himself near,Pop,18135
15293,Without over,Electronic,14567
15294,Line north behavior,Pop,18766
15295,Challenge capital this,Electronic,5307
15296,Factor first sign,Pop,17779
15297,May care forward,Rock,6257
15298,Industry send but little,Hip-Hop,424
15299,Development miss,Rock,10053
15300,Another,Hip-Hop,3942
15301,Someone able,Pop,6949
15302,Change month place,Electronic,18366
15303,Church treatment federal,Electronic,4394
15304,Let without,Pop,18641
15305,Hand bring,Electronic,14985
15306,Scene air night,Hip-Hop,12790
15307,Early board,Hip-Hop,18365
15308,Our writer program generation,Pop,7139
15309,Executive inside friend,Rock,9178
15310,Light question,Hip-Hop,18746
15311,Owner building situation nor,Rock,16758
15312,Former,Electronic,14028
15313,Key our,Pop,14078
15314,Kid will,Rock,11455
15315,Me scientist cell,Hip-Hop,7609
15316,Defense attack,Hip-Hop,19359
15317,Wall speak become,Jazz,3625
15318,Often certainly learn,Pop,13730
15319,Player because,Jazz,19617
15320,Of future go,Jazz,4140
15321,Impact law,Hip-Hop,164
15322,Institution thank whether,Rock,897
15323,Rich contain live,Pop,17152
15324,Then week beautiful,Hip-Hop,6788
15325,Simply writer shake less,Electronic,16291
15326,Quality window imagine,Rock,17621
15327,Toward establish clear,Jazz,75
15328,Appear improve center,Electronic,11319
15329,Beat environmental,Jazz,2918
15330,Suddenly interview,Hip-Hop,17122
15331,War participant son,Hip-Hop,11172
15332,Accept professional,Electronic,13115
15333,Down down both,Electronic,6679
15334,Whom base pressure,Pop,19425
15335,Court result smile,Jazz,7384
15336,Result side generation,Rock,1028
15337,Five conference,Pop,9224
15338,Yourself yeah,Electronic,295
15339,Remain candidate likely,Hip-Hop,797
15340,He several,Hip-Hop,3283
15341,New although cause old,Jazz,735
15342,Alone especially,Pop,18811
15343,Quality wish result,Electronic,15609
15344,Draw bed may,Rock,12736
15345,Car,Rock,15783
15346,Buy seek,Pop,14699
15347,Join near,Hip-Hop,7682
15348,Community big responsibility,Pop,3449
15349,Popular single red,Jazz,19753
15350,Including campaign,Jazz,8372
15351,Animal understand establish,Jazz,11680
15352,You,Hip-Hop,11289
15353,Nature source,Pop,19045
15354,Many foot,Hip-Hop,3346
15355,Hit,Rock,1967
15356,Anything especially goal bag,Electronic,7870
15357,Nation measure,Electronic,15644
15358,That beyond course,Pop,12886
15359,Suggest another,Hip-Hop,16874
15360,Natural girl,Pop,18349
15361,Decide within want north,Jazz,17554
15362,Focus young market,Pop,17099
15363,Source yard,Pop,9861
15364,Area movement upon pretty,Hip-Hop,12012
15365,Usually which,Jazz,19054
15366,Ask on,Pop,16874
15367,Anyone allow,Jazz,17917
15368,Information behind,Pop,5026
15369,Subject total people,Rock,19400
15370,But create industry,Hip-Hop,4564
15371,Threat sign,Jazz,422
15372,The,Electronic,9535
15373,Capital cut vote,Pop,12817
15374,Base learn process,Jazz,19319
15375,Since according,Hip-Hop,11085
15376,Imagine personal part,Pop,2788
15377,Vote condition,Pop,19227
15378,War,Rock,19548
15379,We building successful,Hip-Hop,12213
15380,Sound service class,Jazz,19220
15381,Rock not,Electronic,9719
15382,Simple owner carry,Rock,6067
15383,Never because,Rock,7667
15384,Stay their,Electronic,18232
15385,Present goal,Electronic,17204
15386,Door,Hip-Hop,6671
15387,Much class teach,Electronic,16266
15388,Party interesting,Electronic,16711
15389,Some career crime,Rock,1044
15390,True current,Jazz,12560
15391,Others push,Pop,15512
15392,Defense administration relationship,Jazz,18044
15393,Break plan,Jazz,17939
15394,Picture nothing near,Hip-Hop,1696
15395,Point culture,Rock,7366
15396,Charge study,Rock,7038
15397,Tough political thank local,Hip-Hop,12925
15398,Skin ground,Pop,9654
15399,Shoulder onto listen,Electronic,10838
15400,Big center,Pop,11486
15401,Budget candidate,Hip-Hop,9360
15402,First process drop,Electronic,8281
15403,Store until,Pop,2587
15404,Tax begin,Jazz,9259
15405,Record position store stock,Hip-Hop,7109
15406,Huge field movement,Electronic,12165
15407,Next style,Electronic,19292
15408,Husband memory,Pop,3611
15409,Serious experience,Electronic,6668
15410,Next team,Hip-Hop,384
15411,Team officer occur,Jazz,15938
15412,Relate build,Jazz,1811
15413,Investment push,Jazz,4728
15414,Condition significant,Pop,11739
15415,Because,Pop,19967
15416,Owner any,Rock,6145
15417,Some my,Rock,3785
15418,Control during policy history,Electronic,7319
15419,Last life,Hip-Hop,13864
15420,Trial determine voice,Pop,11780
15421,Any very,Electronic,12899
15422,Majority one social,Electronic,17449
15423,Many early,Rock,14717
15424,Once west,Hip-Hop,14491
15425,Tend it answer,Pop,17016
15426,Future series,Electronic,7167
15427,Dog program service,Pop,18543
15428,Conference,Rock,12396
15429,Population product heart,Pop,8051
15430,Food wall little,Hip-Hop,17110
15431,Feel lot cut,Rock,7755
15432,Let film detail,Rock,9241
15433,Ask goal big,Pop,5412
15434,Movie great never,Electronic,9808
15435,Financial,Electronic,3784
15436,Win network,Pop,8589
15437,School audience second specific,Rock,9040
15438,Pull pressure,Hip-Hop,15490
15439,Particular oil all,Jazz,722
15440,Born join,Electronic,19638
15441,Pressure strategy,Electronic,8668
15442,Performance street thus charge,Jazz,8371
15443,Else particular,Jazz,17917
15444,Three year,Pop,2065
15445,Tough necessary education,Jazz,7152
15446,New other truth,Electronic,15307
15447,Cell environmental letter,Electronic,17739
15448,All staff continue,Jazz,17459
15449,Relationship book keep,Pop,17053
15450,Serious woman,Hip-Hop,9726
15451,Toward white,Hip-Hop,193
15452,Past whose,Electronic,11629
15453,Own treat financial,Electronic,14074
15454,Thought various born,Electronic,9505
15455,Community able,Electronic,14476
15456,Down brother,Electronic,7700
15457,Reason,Rock,17342
15458,Material end close,Hip-Hop,15489
15459,Front economy executive,Rock,2335
15460,Daughter national not,Jazz,5711
15461,Test find follow,Electronic,5360
15462,Lead past who,Rock,16159
15463,Place must effort,Hip-Hop,14681
15464,Per them standard sing,Electronic,3572
15465,Build let stuff,Jazz,4382
15466,Move,Electronic,18208
15467,Only man,Rock,3704
15468,Control life,Hip-Hop,14187
15469,Least represent,Pop,11120
15470,Guess imagine,Rock,19650
15471,The history,Electronic,8059
15472,Development since,Electronic,6947
15473,Yet away message,Electronic,17621
15474,Stay myself employee,Rock,7050
15475,Force debate guy,Electronic,8990
15476,Population,Rock,12691
15477,Act citizen,Rock,4575
15478,Case under voice,Pop,14724
15479,Hard mean open,Rock,11686
15480,Democratic blue,Jazz,179
15481,They avoid dog,Electronic,12407
15482,Rather likely music,Hip-Hop,16292
15483,Identify begin game,Hip-Hop,16801
15484,Sure want area,Jazz,12481
15485,Ground prepare,Rock,18893
15486,National surface,Jazz,6255
15487,Hold be,Pop,2204
15488,Effect eight site,Jazz,9846
15489,Letter prepare,Hip-Hop,15597
15490,Appear,Rock,11154
15491,Theory human,Pop,8505
15492,Treatment and,Hip-Hop,4582
15493,Career agreement middle,Jazz,15691
15494,Area,Hip-Hop,9490
15495,No Congress,Hip-Hop,9659
15496,Find,Jazz,3773
15497,Federal onto,Electronic,6814
15498,Nature marriage every,Electronic,11198
15499,Discuss goal,Hip-Hop,7481
15500,Theory difference,Hip-Hop,287
15501,Single purpose,Pop,12449
15502,Position,Hip-Hop,7075
15503,Rich business north,Electronic,11611
15504,Alone try,Pop,8046
15505,Left wind,Electronic,1704
15506,Scientist include,Hip-Hop,9993
15507,Fund student,Rock,2051
15508,Medical view real,Pop,12315
15509,So generation use then,Rock,11451
15510,Show method,Jazz,17654
15511,Degree soldier,Hip-Hop,19991
15512,Thank difference interest,Electronic,2452
15513,Hot instead entire,Pop,3994
15514,Station rock toward,Jazz,12821
15515,Small glass morning,Pop,16780
15516,Operation,Hip-Hop,1994
15517,Return,Electronic,1761
15518,Interview interesting positive,Hip-Hop,13008
15519,Style success,Pop,9081
15520,Can ahead,Jazz,2969
15521,Son staff,Jazz,9486
15522,Rate will,Pop,5543
15523,Can,Jazz,8558
15524,House wish senior,Hip-Hop,5592
15525,Pay sit page,Jazz,5396
15526,Upon thank list,Rock,2210
15527,Another fine sport,Rock,5213
15528,Onto traditional star,Rock,5815
15529,Memory little,Hip-Hop,16026
15530,Law factor,Pop,7108
15531,Clearly central conference,Rock,19841
15532,Political act admit,Hip-Hop,5850
15533,Fine,Electronic,2194
15534,Conference ground,Electronic,17770
15535,Throw part,Pop,5650
15536,Adult hold indicate,Jazz,7774
15537,Already positive,Jazz,13424
15538,Much away pretty,Pop,2565
15539,Including white,Hip-Hop,15068
15540,Cause study operation,Jazz,18088
15541,The finally at,Pop,18371
15542,Minute he,Electronic,6149
15543,Size personal,Pop,905
15544,Camera address growth,Jazz,15374
15545,Project black fact letter,Electronic,10722
15546,Listen age,Electronic,9053
15547,Because story,Hip-Hop,3621
15548,Join machine discover,Electronic,10687
15549,Trouble road,Hip-Hop,18168
15550,Pick another traditional,Electronic,4340
15551,Police often situation,Pop,7900
15552,Necessary,Electronic,4104
15553,Present,Jazz,13796
15554,Exactly,Electronic,19047
15555,Heavy camera,Jazz,10599
15556,Material anyone,Rock,12488
15557,Ground system,Electronic,16557
15558,Worker study large,Jazz,16093
15559,Long head soon,Hip-Hop,7672
15560,Road over manage,Hip-Hop,16190
15561,Evidence,Hip-Hop,19495
15562,Thing scientist,Electronic,6237
15563,Name medical believe make,Rock,1844
15564,Realize daughter,Electronic,9994
15565,Scientist,Rock,4358
15566,Plan president not must,Rock,6084
15567,Recently magazine compare,Pop,8677
15568,Born staff claim,Hip-Hop,17005
15569,Time father,Electronic,19681
15570,Little raise office,Rock,14629
15571,Else office,Rock,11690
15572,Their only,Jazz,8519
15573,Look necessary,Rock,9651
15574,Statement military religious,Pop,19989
15575,Establish whom for,Pop,16948
15576,Structure never,Rock,6898
15577,Everyone bill level,Rock,18091
15578,Clear coach suffer,Jazz,17829
15579,Still believe,Jazz,14842
15580,Father without bad,Hip-Hop,14013
15581,How sort director,Electronic,13897
15582,Hour form,Hip-Hop,5276
15583,Organization sea,Jazz,5175
15584,Reflect example side,Jazz,4039
15585,Several current,Hip-Hop,2262
15586,Modern civil,Jazz,6726
15587,Couple movie seat,Rock,3464
15588,Across he,Rock,14294
15589,Society part,Rock,8751
15590,History budget,Rock,17316
15591,Action into seven,Rock,1989
15592,Employee right,Hip-Hop,1005
15593,The front,Pop,17132
15594,Three,Electronic,8034
15595,Former suddenly trade outside,Pop,12009
15596,International reveal pass,Rock,1083
15597,Marriage,Rock,1043
15598,Cost style,Pop,16050
15599,Pick play,Jazz,14049
15600,Son far,Hip-Hop,2274
15601,Raise heart yourself,Pop,7593
15602,Sort difficult consider,Hip-Hop,5846
15603,North eye sometimes,Electronic,11780
15604,Realize arm deal,Pop,18436
15605,Movement several,Electronic,10378
15606,Everything exactly pressure,Hip-Hop,1546
15607,Her blood,Jazz,4801
15608,Agent base standard,Electronic,6063
15609,Civil area,Electronic,14448
15610,Address ok want,Jazz,18907
15611,Year design remain,Hip-Hop,15798
15612,Score product approach,Pop,18127
15613,Campaign focus fly,Rock,19988
15614,Next factor computer,Hip-Hop,19717
15615,Tell,Rock,2949
15616,Doctor huge,Electronic,6759
15617,Through improve,Hip-Hop,6892
15618,You sport know,Pop,11438
15619,Green win pressure,Pop,494
15620,Tax party,Rock,7576
15621,Future send,Jazz,102
15622,Short sometimes,Pop,3971
15623,Ahead hear,Jazz,3947
15624,Mention first,Hip-Hop,1
15625,Reach according,Rock,6585
15626,Happen reduce,Rock,3111
15627,Into affect,Electronic,16650
15628,Exist different,Hip-Hop,18600
15629,Every show,Hip-Hop,14054
15630,Onto institution manager,Rock,14074
15631,Friend enough accept,Pop,6197
15632,Him money instead,Electronic,6970
15633,Animal happen,Jazz,9112
15634,Understand number easy,Electronic,6581
15635,Kind want building,Jazz,4684
15636,Someone office,Rock,16541
15637,Interesting war threat customer,Pop,11605
15638,Visit government,Pop,4875
15639,President investment medical,Hip-Hop,7747
15640,Music hope truth,Pop,9425
15641,Fish to,Electronic,10516
15642,Clear high control,Jazz,13268
15643,News store development,Rock,13231
15644,Memory build,Pop,9880
15645,Stock and art,Electronic,9454
15646,We first,Jazz,2634
15647,Cost could owner,Rock,18598
15648,Any office choose,Rock,17684
15649,Nice fire scene arm,Hip-Hop,2609
15650,Fine however writer speech,Electronic,17717
15651,Forget how,Hip-Hop,16467
15652,Area choice,Electronic,6279
15653,Door practice,Jazz,7198
15654,Central three culture,Pop,13429
15655,Note television,Jazz,10069
15656,Lot,Hip-Hop,10657
15657,Worry many kind,Pop,1000
15658,Why light about,Pop,16194
15659,Treat visit how,Hip-Hop,18030
15660,Week fire,Pop,15539
15661,Check likely its,Hip-Hop,2100
15662,Already film,Jazz,11104
15663,Admit wind wide,Hip-Hop,9433
15664,Force level,Jazz,2847
15665,Take north,Jazz,2870
15666,Network idea,Pop,18492
15667,Herself expect,Hip-Hop,3285
15668,Station another hospital,Rock,10101
15669,Like research level,Hip-Hop,7494
15670,Picture tell,Pop,164
15671,Many,Rock,9186
15672,Enjoy daughter,Jazz,17570
15673,Owner,Pop,7533
15674,Everything note,Jazz,14163
15675,Simply involve describe,Jazz,2739
15676,Federal imagine hundred,Pop,5521
15677,Situation general them,Rock,1
15678,Study machine nation,Electronic,10908
15679,Follow heavy,Jazz,2715
15680,Clearly song window,Hip-Hop,11345
15681,Player,Electronic,11111
15682,Commercial draw attack,Jazz,14475
15683,Himself whether,Electronic,19045
15684,Law size,Rock,7576
15685,Pass plan,Rock,8961
15686,Several sing,Rock,3492
15687,Stock hit take,Rock,3344
15688,Hair thank television,Electronic,9358
15689,Member feel want,Pop,12886
15690,A bad community generation,Electronic,6369
15691,Camera land produce,Hip-Hop,1170
15692,Source manager on statement,Hip-Hop,5850
15693,Design form century,Jazz,15608
15694,Travel city,Hip-Hop,13028
15695,Wait civil,Electronic,18698
15696,Catch probably right,Pop,4627
15697,We just,Rock,5892
15698,Own school,Electronic,11121
15699,Remain loss take,Electronic,6485
15700,Answer become,Hip-Hop,12643
15701,Certainly show fire,Rock,8877
15702,Sometimes claim ability,Electronic,16455
15703,Clear begin,Rock,8647
15704,Behavior technology,Jazz,8737
15705,Thank trial early,Hip-Hop,6017
15706,Guy while share,Rock,11532
15707,Share campaign benefit,Jazz,8603
15708,Increase loss,Jazz,7166
15709,Pm especially east drive,Electronic,19759
15710,Defense study guy,Electronic,5038
15711,Stand ten,Jazz,17794
15712,Most own trip,Pop,12578
15713,Statement toward lay,Rock,12754
15714,From development catch,Rock,10672
15715,Our left risk political,Electronic,18783
15716,Image remember,Hip-Hop,233
15717,Test later discuss,Hip-Hop,7211
15718,Total material series,Jazz,5027
15719,Difference page,Jazz,12891
15720,Relate pass,Rock,8441
15721,Financial feel pretty figure,Hip-Hop,9250
15722,Gun rule,Pop,17530
15723,Against fast his,Rock,10361
15724,Purpose decide,Rock,8990
15725,Mr race deal,Hip-Hop,10647
15726,By structure win,Jazz,19564
15727,Ok guy,Pop,14889
15728,Thank value,Electronic,18746
15729,Share student,Hip-Hop,8441
15730,Anything pull,Pop,6016
15731,Reflect future drop,Rock,14607
15732,Region watch move,Pop,8725
15733,Risk summer,Electronic,11284
15734,Gun degree,Hip-Hop,4181
15735,Pm staff science,Electronic,97
15736,Heart no,Pop,5585
15737,Region worry wear,Electronic,12053
15738,Piece race traditional,Electronic,1701
15739,Series piece budget,Hip-Hop,2159
15740,Similar art,Hip-Hop,15539
15741,Toward,Electronic,17818
15742,Newspaper specific up full,Jazz,9628
15743,Ago difficult eye,Pop,13699
15744,Happy although again,Pop,8380
15745,Able address sit,Pop,15882
15746,North with instead,Hip-Hop,14418
15747,Manager manager identify,Electronic,12772
15748,Effect suffer,Hip-Hop,16575
15749,Somebody next speech,Jazz,777
15750,Administration,Pop,2516
15751,Security like,Pop,18220
15752,Prevent,Electronic,11359
15753,Tax off add,Electronic,6514
15754,Market rather four,Electronic,3167
15755,Attention space operation,Rock,5292
15756,Performance check,Hip-Hop,11057
15757,Report model at event,Pop,10329
15758,Possible trouble,Rock,11391
15759,Pick trade nation between,Rock,9659
15760,Nearly set section,Jazz,924
15761,Represent south human,Jazz,4922
15762,Each this,Jazz,915
15763,Country out three,Rock,18872
15764,Accept my write,Rock,16034
15765,Make night statement,Electronic,10868
15766,Civil place,Jazz,19442
15767,Despite these finally,Jazz,12524
15768,Physical discuss skin,Hip-Hop,7418
15769,From break prepare,Jazz,6105
15770,Language decision drive,Jazz,17723
15771,They,Electronic,14991
15772,Serve opportunity,Rock,7494
15773,Study ask activity,Jazz,11824
15774,Enough,Hip-Hop,6894
15775,Record,Electronic,18119
15776,Drug through,Electronic,2564
15777,Game agency,Electronic,9025
15778,International after night,Hip-Hop,1883
15779,Theory finish natural,Rock,18102
15780,Throw across,Electronic,14489
15781,By security,Hip-Hop,12579
15782,Better culture produce,Jazz,14598
15783,Interesting still,Jazz,10085
15784,Clearly great,Electronic,19368
15785,Pass idea,Rock,8773
15786,Congress accept save whom,Electronic,3342
15787,Affect expect,Jazz,10158
15788,Allow draw,Rock,49
15789,He particular low,Rock,17323
15790,Ready,Jazz,19123
15791,Song station myself,Jazz,2390
15792,Fund difference arrive,Rock,7313
15793,Hard discuss politics,Jazz,17197
15794,Answer purpose involve,Jazz,14649
15795,Hit add,Hip-Hop,4540
15796,Here only big recognize,Jazz,14382
15797,Just lawyer,Electronic,4287
15798,Through talk,Jazz,391
15799,Seat ago,Jazz,12282
15800,Condition not move,Pop,16178
15801,Couple government,Hip-Hop,2550
15802,Garden always,Electronic,656
15803,Rock check say,Hip-Hop,5105
15804,As war,Rock,18895
15805,Son,Electronic,11072
15806,Campaign know wait,Hip-Hop,16136
15807,Local doctor,Pop,5373
15808,Blood difference,Hip-Hop,5401
15809,Pass group,Pop,18936
15810,Owner present firm,Electronic,9746
15811,Federal parent,Pop,16431
15812,Spend garden campaign,Jazz,14104
15813,Month,Hip-Hop,12741
15814,Need interest between,Electronic,1011
15815,Stage tough Democrat,Pop,8453
15816,Administration else foreign,Pop,6703
15817,Organization appear probably,Hip-Hop,8964
15818,Coach news,Pop,19952
15819,Hospital,Hip-Hop,6599
15820,Behavior almost grow,Pop,11340
15821,Trial always soldier,Hip-Hop,10120
15822,Kind probably senior,Rock,14348
15823,Next walk,Rock,10045
15824,And himself actually morning,Hip-Hop,1657
15825,Song mouth story,Rock,19790
15826,Quality use fall,Rock,12624
15827,Language exactly,Jazz,12358
15828,Enough,Jazz,16701
15829,Suggest sing activity,Pop,2710
15830,Wind,Electronic,19395
15831,Commercial provide,Electronic,5872
15832,Family yeah strong,Hip-Hop,516
15833,Season think,Rock,15556
15834,Head special,Jazz,7638
15835,Wind all against,Hip-Hop,10762
15836,Crime why,Jazz,9587
15837,Including black our,Rock,8546
15838,Have open while,Jazz,18614
15839,Deep available,Rock,17758
15840,Billion use computer reach,Pop,7262
15841,Realize pressure true,Pop,4532
15842,Occur face,Pop,2063
15843,Off,Electronic,18319
15844,When throw,Hip-Hop,19847
15845,World among,Electronic,19756
15846,Music data,Pop,19406
15847,Party,Pop,18497
15848,East whatever,Rock,3677
15849,Soldier out wind,Electronic,19899
15850,Picture way skin service,Jazz,16313
15851,Big reflect senior,Pop,2015
15852,Claim also seat,Pop,17836
15853,Help miss,Jazz,12773
15854,Imagine discover generation,Electronic,16884
15855,Best series protect give,Hip-Hop,13435
15856,How join best,Rock,9525
15857,Business protect alone,Pop,6022
15858,Tv out look,Electronic,6391
15859,Condition thus,Pop,15243
15860,Spring special,Hip-Hop,3008
15861,Identify last,Pop,4584
15862,Cause catch project,Rock,14709
15863,Right reach value,Electronic,17352
15864,Media land,Hip-Hop,4826
15865,Street audience,Pop,18682
15866,Off,Rock,4676
15867,Personal international,Jazz,17106
15868,Far mind small,Pop,11896
15869,Read water here,Electronic,19968
15870,Receive rule contain,Electronic,12624
15871,Hand sense vote,Rock,12136
15872,Research know,Pop,15833
15873,Much investment who table,Rock,131
15874,Group close,Electronic,10221
15875,Mr station involve final,Rock,3640
15876,Himself fall,Pop,5977
15877,Stage leave,Pop,17021
15878,Quality,Hip-Hop,17930
15879,Specific leader so,Electronic,18135
15880,Most tell voice,Jazz,16100
15881,Within show eat,Hip-Hop,13608
15882,Particularly approach season,Electronic,13199
15883,Believe approach environmental,Electronic,12265
15884,Especially indicate,Jazz,19497
15885,Seat,Hip-Hop,16368
15886,Again buy range would,Pop,5922
15887,But expect pass either,Rock,6137
15888,Young,Pop,6527
15889,That society husband,Rock,1927
15890,Along specific,Jazz,5547
15891,Note media,Hip-Hop,13912
15892,Investment so,Jazz,1053
15893,Traditional these film plant,Rock,11451
15894,Benefit source,Jazz,7554
15895,Property type mind,Rock,7232
15896,Shoulder as,Jazz,6709
15897,Meet score,Electronic,6502
15898,Baby wall long,Jazz,10647
15899,Smile open attention,Jazz,8956
15900,His hold we,Hip-Hop,2540
15901,Several political,Rock,8161
15902,Phone TV,Jazz,1403
15903,Series listen country,Hip-Hop,3252
15904,Between admit several,Jazz,13129
15905,See collection by,Hip-Hop,16781
15906,Position alone,Hip-Hop,7267
15907,Late tonight,Pop,11842
15908,Television red,Rock,4300
15909,Interesting pull line,Jazz,19058
15910,Lot history,Electronic,6443
15911,Shoulder arrive,Electronic,15243
15912,Receive,Rock,8461
15913,Suffer action character,Rock,2722
15914,Serious far,Pop,4187
15915,Far often resource arrive,Hip-Hop,10417
15916,Recognize region he,Jazz,11852
15917,Study safe,Hip-Hop,3447
15918,Which five strategy,Pop,9014
15919,Nearly want,Electronic,674
15920,Just,Electronic,8181
15921,Black wall order,Electronic,18220
15922,Threat team page,Pop,1740
15923,While pressure son,Jazz,13900
15924,State candidate rock,Electronic,8573
15925,Pick raise,Rock,18866
15926,Surface eight eye war,Hip-Hop,10476
15927,Always area wife,Rock,12560
15928,Question such center,Electronic,7589
15929,Off car lead school,Rock,6056
15930,Candidate,Electronic,4603
15931,Partner trouble,Electronic,10103
15932,See image,Electronic,4813
15933,Attorney impact laugh,Jazz,4970
15934,Responsibility couple,Rock,5821
15935,Value after,Rock,4068
15936,Vote order training,Rock,4872
15937,Job compare,Rock,5731
15938,Notice degree,Rock,15606
15939,Interest house,Rock,13061
15940,Follow market there,Rock,16319
15941,Skin item,Electronic,938
15942,Situation,Electronic,10498
15943,Listen worker,Jazz,15931
15944,Build begin,Jazz,11324
15945,Mission attorney raise,Rock,8923
15946,Wall almost,Pop,17560
15947,Exist cold the,Electronic,14930
15948,Quickly enough,Jazz,19162
15949,Lot tonight,Jazz,6473
15950,Out look radio,Jazz,6878
15951,Billion green laugh catch,Electronic,5392
15952,American what behind,Pop,13554
15953,Us movement this,Electronic,19974
15954,Marriage understand gun,Pop,10081
15955,Million what president,Jazz,2412
15956,Candidate should how,Electronic,6937
15957,Arrive season rock most,Electronic,13451
15958,Difficult nothing back,Electronic,13290
15959,His,Electronic,17523
15960,General per,Jazz,11279
15961,Couple save,Hip-Hop,4554
15962,Entire,Electronic,8195
15963,This trouble above,Rock,19129
15964,War,Rock,5439
15965,Hope share,Hip-Hop,9079
15966,Use rule effect,Jazz,1539
15967,Rock deep morning,Hip-Hop,3829
15968,Interest anything prepare,Electronic,17373
15969,Tend,Jazz,16590
15970,Remain front,Pop,979
15971,Woman this,Pop,15503
15972,Partner certain floor,Electronic,15726
15973,Difficult arrive sound,Electronic,1812
15974,Network protect event education,Pop,11290
15975,Work force,Electronic,14129
15976,Strategy minute side,Electronic,18042
15977,Ok would piece,Electronic,9204
15978,Form you mother,Rock,9034
15979,Environment they happy,Rock,14168
15980,Until citizen happy,Pop,5017
15981,Choice will few leader,Pop,9135
15982,Other action top,Jazz,6462
15983,Hot fall,Electronic,8659
15984,Evidence feel couple,Pop,18280
15985,Water worker special,Pop,6709
15986,Plan help keep,Electronic,12472
15987,Special chance,Hip-Hop,5360
15988,Around identify authority,Hip-Hop,3736
15989,To customer,Pop,4654
15990,Method,Rock,17378
15991,Compare,Rock,9224
15992,Century special,Rock,10724
15993,Class,Jazz,2737
15994,Own business bill wear,Pop,11880
15995,Community exactly,Electronic,16056
15996,Letter those coach,Hip-Hop,1408
15997,Though the could,Jazz,11906
15998,Store black,Jazz,1997
15999,Your personal child,Electronic,4897
16000,Pay wonder popular,Hip-Hop,10992
16001,Especially along up,Hip-Hop,12068
16002,Part forward,Hip-Hop,12208
16003,Thus customer,Electronic,19367
16004,Beyond me small,Jazz,9931
16005,Certainly capital tax,Rock,8252
16006,Report make there,Hip-Hop,2206
16007,Possible dream,Jazz,7220
16008,Live maintain lay,Hip-Hop,19395
16009,East her us,Electronic,6550
16010,Make body,Rock,14956
16011,Yet will firm,Jazz,10313
16012,Former soldier organization,Rock,12279
16013,Radio shake age,Pop,19156
16014,Financial certain stop,Pop,18612
16015,Help summer hear somebody,Jazz,3934
16016,End effort national,Rock,15545
16017,Cut film military,Hip-Hop,3440
16018,Same strategy,Pop,7122
16019,So participant five,Jazz,16070
16020,Seat through,Hip-Hop,644
16021,Turn charge natural,Rock,1105
16022,Into form,Jazz,17505
16023,Source nearly hair,Electronic,10778
16024,A,Hip-Hop,11146
16025,Big,Jazz,5829
16026,Give catch business,Pop,12737
16027,Born thank animal,Jazz,17502
16028,Fire keep reduce,Jazz,4049
16029,Smile try course tell,Jazz,14107
16030,Summer whose game,Pop,17300
16031,This laugh,Electronic,10094
16032,Animal system responsibility,Jazz,15467
16033,Particularly whom,Rock,18204
16034,Same score machine chair,Pop,1360
16035,Community,Hip-Hop,11686
16036,Room more,Hip-Hop,12739
16037,Hear where,Hip-Hop,6322
16038,Suffer ok,Pop,19067
16039,Say station study,Hip-Hop,17176
16040,Either security,Rock,19741
16041,Include dog billion member,Pop,11024
16042,Scientist child,Rock,10078
16043,Current mean model land,Hip-Hop,5375
16044,Happen hair,Electronic,19463
16045,Represent book young,Rock,5714
16046,Movie radio,Pop,14570
16047,Store ready,Rock,5362
16048,Economic investment off,Hip-Hop,12136
16049,Kid task avoid,Jazz,2825
16050,Total deep we,Jazz,5289
16051,News,Jazz,11948
16052,Also,Pop,4835
16053,Manager fire,Jazz,4442
16054,Over themselves,Jazz,616
16055,Trip same,Jazz,10931
16056,Everyone center,Jazz,9059
16057,Phone whose,Hip-Hop,13918
16058,Office them situation town,Rock,13151
16059,Moment third next,Pop,4842
16060,Specific plan,Pop,18144
16061,Discuss owner political city,Hip-Hop,13614
16062,Knowledge grow,Electronic,17735
16063,Be book rate,Hip-Hop,14811
16064,Most lose,Jazz,13418
16065,Charge reveal,Hip-Hop,1658
16066,White theory center how,Hip-Hop,5525
16067,Case land,Jazz,16115
16068,Past success,Jazz,797
16069,Other five not imagine,Pop,14889
16070,Hotel watch model,Pop,15928
16071,College only shoulder task,Jazz,12400
16072,Quickly,Pop,15301
16073,Senior activity admit,Jazz,97
16074,Account walk sea focus,Pop,3885
16075,Real member,Hip-Hop,7556
16076,Produce effort street,Rock,658
16077,Fine company,Rock,1597
16078,Analysis lay,Pop,468
16079,Who able they,Pop,2856
16080,Son or,Electronic,19676
16081,Reveal her,Jazz,13969
16082,Spring successful,Electronic,10133
16083,Wind tonight area,Rock,8189
16084,Good,Jazz,2146
16085,Relationship ahead,Jazz,6836
16086,During so improve increase,Jazz,18543
