user_id,nombre_artistico,genero_principal
9001,Kyle Flynn,Blues
9003,Hector Wyatt,R&B
9005,Jessica Rice,Country
9009,Lawrence Burton,R&B
9010,Stanley Wyatt,Hip Hop
9012,Kevin Brown,Classical
9013,Justin Shea,Folk
9014,Rachel Aguilar,Folk
9015,Mark Bennett,Classical
9023,William Hartman,Folk
9024,Olivia Ellison,Hip Hop
9029,Patrick Mccoy,Metal
9034,Edward Cruz,Jazz
9042,Elizabeth Cole,Rock
9043,Sarah Franco,Jazz
9046,Kenneth Alexander,Rock
9047,Philip Dillon,R&B
9049,Joseph Huang,Country
9056,Monica Ferguson,Folk
9068,Mark Davis,Blues
9077,Michael Lewis,Blues
9081,Elizabeth Jones,Folk
9089,Kayla Rollins,Metal
9091,Brandi Dillon,Hip Hop
9092,Thomas Madden,Folk
9093,Jason Smith,R&B
9094,Joseph Ray,Classical
9095,James Holmes,Rock
9097,Matthew Jones,Country
9104,Natalie Shaw,Reggae
9112,Jim Mckinney,Electronic
9113,Laura Leach,Folk
9114,Gerald Miller,Hip Hop
9117,Eric Whitney,Pop
9122,Billy Daniel,Pop
9126,Rebecca Avery,R&B
9137,Caleb Lopez,Folk
9138,Edward Sherman,Country
9142,Corey Jimenez,Blues
9143,Anna Obrien,Country
9144,Wendy Kennedy,Jazz
9150,Helen Barber,Hip Hop
9151,Derrick Smith,Reggae
9155,Christopher Chandler,Folk
9156,Lisa Clark,Blues
9158,Amber Zimmerman,Rock
9165,Matthew Harrison,Reggae
9173,Matthew Chavez,Rock
9175,Alan Carrillo,Jazz
9177,Richard Davis,Classical
9182,Megan Jones,Folk
9185,Jason Watson,Classical
9191,Amanda Powell,Classical
9192,Rhonda David,Blues
9195,Ann Allen,Electronic
9206,Robert Villa,R&B
9207,Maria Joyce,Blues
9216,Donna Hicks,Classical
9221,Francisco Cuevas,Blues
9222,Charles Rodriguez,Jazz
9230,Carolyn Murphy,Electronic
9231,Shawn Saunders,Hip Hop
9234,John Mitchell,Electronic
9239,Amanda Lawson,Pop
9243,Amanda Turner,Blues
9245,Heather Baker,Classical
9249,Cristina Khan,Electronic
9252,Trevor Bradshaw,Electronic
9263,Joshua Love,Folk
9267,Michael Casey,Electronic
9270,Paula Fletcher,Electronic
9272,Jeffrey Wheeler,Jazz
9273,Lisa Faulkner,Classical
9275,Stephanie Fitzgerald,Hip Hop
9284,Valerie Baxter,R&B
9288,Kenneth Reyes,Hip Hop
9290,Jake Buchanan,Hip Hop
9303,Dennis King,Electronic
9304,Connie Bautista,R&B
9305,Gilbert Pena,Jazz
9306,Brian Coleman,Electronic
9309,Ana Riley,Blues
9311,Mitchell Pierce,Reggae
9322,Yolanda Lopez,Folk
9328,Steve Keller,Folk
9333,Donald Roberts,Metal
9334,Audrey Williams,Blues
9340,David Gonzalez,Rock
9342,Pamela Hatfield,R&B
9345,David Hughes,Folk
9348,Sierra Peterson,Classical
9349,Briana Mcintosh,Reggae
9350,David Hurley,Hip Hop
9351,Steven Webb,Folk
9352,Nichole Navarro,Hip Hop
9357,Larry Olson,Electronic
9365,Alexis Garcia,Metal
9366,Makayla Hart,Hip Hop
9369,Amanda Benitez,Classical
9370,Tracy Payne,Country
9371,David Sanchez,Classical
9374,Sandra Fox,Rock
9378,Sarah Owens,Country
9379,Russell Young,Pop
9381,Jessica Kennedy,Metal
9382,Dwayne Harrington,Rock
9385,Keith Blair,Metal
9386,Gina Anderson,Folk
9390,Jacob Shaffer,Electronic
9392,Jessica Smith,Folk
9394,Mike Frazier,Classical
9395,Seth Molina,Country
9397,Justin Vasquez,Blues
9410,William Webb,Pop
9411,Samantha Clark,Blues
9414,Leslie Collins,Rock
9415,Frank Hayes,Blues
9416,Evelyn Reed,Classical
9419,Barbara Lang,Hip Hop
9422,Tammy Scott,Classical
9424,Emily Collier,Reggae
9428,Curtis Barnes,Folk
9435,Kristin Fernandez,Country
9437,Clinton Merritt,Jazz
9444,Joseph Hampton,Blues
9450,Allison Grimes,Hip Hop
9452,Joshua Mccarthy,Rock
9453,Natalie Cook,Folk
9455,Don Woods,Country
9458,Angela Anderson,Blues
9459,Daniel King,Pop
9460,Malik Meyers,Country
9463,Jenny Jenkins,Pop
9468,Teresa Yu,Electronic
9474,Susan Olson,Folk
9475,Keith Weaver,Metal
9482,Virginia Wood,Blues
9486,Daniel Cooper,Jazz
9492,Emily Lewis,Folk
9494,Erika Hicks,Jazz
9496,Suzanne Mahoney,Metal
9500,Krista Sparks,Country
9501,Barbara Barrett,Hip Hop
9502,Gloria Nguyen,Reggae
9505,Chad Galvan,R&B
9507,Melinda Donovan,Blues
9508,Brian Bates,Reggae
9510,Nathan Williams,Jazz
9511,Dustin Adams,R&B
9513,Natasha Koch,Metal
9515,Steven Rivera,Blues
9521,Jackie Walker,Rock
9522,Brandon Casey,Folk
9523,Sara Rodriguez,Folk
9526,Darryl Cannon,Country
9527,Stephen Garza,Metal
9535,William Morrison,Blues
9537,Margaret Stewart,Country
9542,Courtney Dean,Country
9545,Gabriel Wright,R&B
9547,Sherry Koch,Metal
9549,John Anthony,Reggae
9553,Kristen Conley,Blues
9563,Carlos Ellis,Rock
9568,Roberto Sanford,Country
9571,Alan Hall,Jazz
9575,Sharon King,Folk
9590,Jennifer Underwood,Country
9593,Alexandra Mcmillan,R&B
9597,Tammy Dean,Folk
9598,Sheryl Brown,Metal
9601,Hannah Green,Folk
9602,Jeremiah Acosta,Electronic
9606,Michelle Garcia,Country
9608,Angelica Valentine,Rock
9610,Sandra Santiago,R&B
9611,Jack Harris,Metal
9615,Lorraine Morales,Reggae
9624,Julie Schmidt,Folk
9627,Stephanie Hall,Jazz
9629,Patricia Ross,Hip Hop
9632,Robin Reed,Blues
9635,Margaret Dixon,Folk
9636,Heidi Barnes,Hip Hop
9637,Chloe Miller,Electronic
9639,Laurie Butler,R&B
9642,Joseph Larson,Metal
9647,Nicholas Lynch,Jazz
9649,Steve Williams,Rock
9651,Jessica Davis,Country
9653,Steven Miller,Electronic
9655,Timothy Lopez,Classical
9658,Robert Foster,Metal
9659,Kari Zamora,Rock
9662,Karen Johnson,Metal
9670,Adam Bradford,Pop
9671,Dustin Owen,Pop
9672,Megan Hawkins,R&B
9679,Colleen Long,Metal
9681,Chris Wallace,Rock
9682,Robert Jackson,Blues
9685,Keith Roberts,Pop
9693,Crystal Sanders,Blues
9694,Kristina Garcia,Classical
9697,Annette Green,Folk
9700,Thomas Smith,Rock
9702,Sierra Cole,Pop
9708,Dustin Anderson,R&B
9709,Timothy Simmons,Reggae
9710,Jessica Brown,Rock
9711,Laura Clark,Electronic
9718,Alexander Rose,Folk
9719,Candace Welch,Rock
9723,Timothy Scott,Rock
9724,Ashley Young,Classical
9726,Keith Booth,Hip Hop
9727,Jessica Dyer,R&B
9728,Peter White,Electronic
9734,Rachel Bowman,R&B
9740,Michael Boyle,Hip Hop
9741,Adrienne Young,Jazz
9748,Jessica Hanson,Pop
9751,Paula Price,Hip Hop
9753,Amber Dunn,Country
9754,Kristen Arnold,Blues
9756,Morgan Burke,Hip Hop
9761,Paul Daniel,Country
9767,Gary Carter,Blues
9772,Donna Wilson,Hip Hop
9779,Joshua May,Metal
9780,Kyle Wheeler,Pop
9785,Brittany Price,Blues
9786,Matthew Reynolds,Hip Hop
9790,Devin Reed,Rock
9793,Stacey Barker,R&B
9800,Derek Miranda,Country
9802,Jose Evans,R&B
9812,Anthony Kim,Electronic
9813,Danielle Moran,Classical
9816,Katherine Barker,Jazz
9817,Jack Chandler,Reggae
9818,Thomas Gross,Reggae
9821,Jennifer Miller,Metal
9825,Joshua Mack,Classical
9830,Nicole Lewis,Reggae
9832,Rebecca Holmes,Electronic
9836,Cesar Webb,R&B
9840,Christopher Raymond,Hip Hop
9843,Cheryl Miles,Folk
9847,Samantha Bishop,Folk
9848,Renee Pena,Folk
9852,Jerry Sullivan,Jazz
9860,Amber Stewart,Blues
9861,Gloria Gutierrez,Folk
9864,Lori Gonzalez,Country
9867,Michael Molina,Reggae
9870,Bethany Avila,Pop
9873,Karen Madden,Reggae
9877,Alan Rojas,Jazz
9878,Ian Dyer,Folk
9881,Eric Hess,Metal
9889,Chad Rogers,Hip Hop
9891,Tonya Peterson,Rock
9892,Jay Hudson,Hip Hop
9893,Jason Estrada,Metal
9894,Christina West,Hip Hop
9897,Ryan Vargas,Classical
9900,Danielle Smith,Blues
9907,Matthew Skinner,Hip Hop
9908,Yvonne Collins,Classical
9909,William Short,Blues
9912,Ashley Stanton,Blues
9913,Michael Rose,Country
9917,Brenda Davis,Metal
9921,Katelyn Williams,Pop
9928,Alice Robinson,Jazz
9929,Jessica Howard,Jazz
9931,Daniel Weaver,Blues
9934,Brittney Gonzalez,Rock
9935,Micheal Torres,Classical
9937,Anthony Webster,Jazz
9938,Jeffery Martin,Folk
9939,Angela Adams,Reggae
9943,Jeffrey Rivera,Folk
9945,Dominic Heath,Pop
9946,Charles Mccarthy,Reggae
9951,Rebecca Chapman,Hip Hop
9956,Ricardo Gonzales,Metal
9964,Thomas Franklin,Pop
9967,Connie Joyce,Classical
9970,Melissa Curry,Electronic
9972,Yolanda Vang,Jazz
9973,Gabriel Gallagher,Classical
9975,Robert Graves,Folk
9977,Nathan Bailey,R&B
9982,April Gamble,Hip Hop
9985,Ashley Murray,Hip Hop
9991,Michael House,Folk
9994,Michelle Huff,Country
10004,Cheryl Shepherd,Blues
10010,David Adkins,Pop
10011,Charlotte Garza,Blues
10013,Russell Harrison,Pop
10017,Jennifer Harris,Pop
10020,Kelly Kane,Blues
10024,Janet Young,Jazz
10026,Chris Romero,Electronic
10039,Kimberly Moses,Rock
10043,Julia Wilson,Rock
10044,Lynn Palmer,Classical
10048,Linda Ritter,Blues
10049,Jessica Andrews,Jazz
10051,Brenda Johnson,Jazz
10056,Damon George,R&B
10058,David Perez,Rock
10060,Mark Brown,R&B
10061,James Parks,Metal
10065,Maria Graham,Classical
10067,Theresa Bowman,Folk
10069,Travis Holland,Folk
10070,Matthew Sullivan,Rock
10078,Vincent Shepard,Pop
10086,Michael Olson,R&B
10087,Carol Roberson,Pop
10090,Christopher Conley,Blues
10098,Kevin Morris,R&B
10100,Sarah Jackson,Jazz
10104,Jon Ward,Rock
10105,Mary Ward,Blues
10110,James Powell,Electronic
10124,Deborah Green,Classical
10127,David Cruz,Reggae
10128,Kayla Fitzgerald,Pop
10129,Christina Bradford,Pop
10139,Shawn Escobar,Rock
10140,Kelly Gay,R&B
10141,Kelly Rogers,Classical
10158,Justin Chambers,Reggae
10159,Laura Davis,Jazz
10163,Nicole Chung,Pop
10164,Danielle Rodriguez,Hip Hop
10165,Jennifer Stone,Blues
10166,Robert Russell,Folk
10168,Joseph Ford,Rock
10171,Christopher Peterson,Metal
10173,Shannon Brewer,Jazz
10176,Tara Singleton,R&B
10180,Michael Fernandez,Blues
10187,Rebecca Hamilton,Electronic
10190,Susan Benjamin,Pop
10192,Kristy Castillo,R&B
10195,James Sanchez,Classical
10199,John Townsend,Reggae
10202,Joseph Hoover,Metal
10203,Regina Richards,Reggae
10206,Chelsea Burke,R&B
10207,Peter Carter,Classical
10209,Jason Becker,Electronic
10213,Alexis Powers,Blues
10214,Samuel Alvarez,Country
10228,Kimberly Morgan,Reggae
10231,Frank Ramirez,Jazz
10234,Caitlin Holt,Electronic
10236,Wayne Johnson,Country
10241,Emily York,Blues
10242,Bruce Deleon,R&B
10244,David Fleming,Jazz
10245,Megan Taylor,Jazz
10247,Kristen Fisher,Jazz
10251,Jill Mccann,Blues
10256,Felicia Morris,Pop
10260,Mathew Garcia,Blues
10262,Amber Dawson,R&B
10270,Veronica Morris,Folk
10271,Patricia Mccarthy,Rock
10272,Daniel Stuart,Blues
10277,Maria Duncan,Hip Hop
10278,Gabriella Ryan,Electronic
10280,Amy Hancock,Electronic
10289,Michael Buckley,Metal
10291,Cassandra Kaufman,Rock
10294,Danielle Murillo,Blues
10297,Anita Mitchell,Classical
10304,Brian Chavez,Electronic
10314,Alejandro Smith,Hip Hop
10315,Leah Douglas,Electronic
10318,Cody Sutton,Classical
10319,Sheri King,Folk
10324,Brandon Knox,R&B
10327,Jennifer Johnson,Country
10337,Brett Davis,Folk
10341,Gary Hernandez,Rock
10342,Justin Maxwell,Pop
10345,Valerie Woods,Hip Hop
10347,Melissa Velez,Jazz
10348,Joseph Smith,Reggae
10356,Bryan Fields,Country
10360,Amy Gardner,Pop
10373,Sarah Houston,Country
10377,William Arias,Electronic
10378,Kristen Downs,Classical
10379,Ernest Holland,Jazz
10380,Heidi Johnson,Rock
10384,Johnny Anderson,Pop
10385,Michael Smith,Country
10387,Ryan Dunlap,Country
10388,James Henderson,Reggae
10391,Nicholas Ochoa,Pop
10400,Christopher Gregory,Electronic
10402,John Rodriguez,Rock
10403,Clinton Torres,Blues
10406,Randy Olsen,R&B
10408,Lisa Bernard,Jazz
10416,Lisa Silva,Blues
10426,Megan Mathews,Country
10429,Kenneth Joseph,Folk
10431,Nicholas Wilson,Metal
10432,Tammy Bender,Reggae
10433,Sean Banks,R&B
10436,Catherine Stone,Electronic
10437,Julie Contreras,Metal
10442,Gregory Gilbert,Pop
10443,Benjamin Hernandez,Country
10453,Rebecca Clark,Blues
10457,Paul Francis,Folk
10460,Katie Burns,Country
10466,Caleb Randall,Blues
10470,Christopher Gonzalez,Blues
10472,Adriana Davis,Reggae
10475,Alexander Frost,Pop
10480,Renee Butler,Jazz
10481,Tamara Watson,Metal
10486,Edwin Arnold,Jazz
10488,Chris Watson,Electronic
10489,Jennifer Roberts,Rock
10493,Crystal Duke,Hip Hop
10507,Stacey Cabrera,Pop
10517,David Ross,Classical
10521,Kelli Rose,Blues
10523,Melissa Morris,R&B
10524,Michaela Sanders,Classical
10525,Adam Marshall,Electronic
10526,Jasmine Campbell,Jazz
10528,Jennifer Gillespie,Metal
10529,Robert Sullivan,Electronic
10532,Tiffany Higgins,Classical
10534,Richard Price,R&B
10545,Lisa Medina,Jazz
10555,Philip Peterson,Pop
10563,Rachel Paul,Blues
10564,Roberta Potter,Rock
10570,Laura Anderson,Hip Hop
10577,Gina Newman,Pop
10581,Susan Porter,Reggae
10584,Janet Roberts,Blues
10588,Sandra Lee,Metal
10591,Andrew Miller,Metal
10593,Jennifer Rodriguez,Folk
10596,Scott Montoya,Classical
10601,Michael Glenn,Pop
10605,John Scott,Blues
10612,Joshua Duarte,Country
10613,Erika Solis,Jazz
10619,Jared Mayer,Folk
10621,Kayla Bailey,Folk
10622,Joshua Dominguez,Jazz
10626,Nicholas Armstrong,Blues
10630,Laura Parker,R&B
10634,Edward Edwards,Folk
10636,Nathan Moore,Rock
10641,Stephen Wright,Electronic
10643,Daniel Mitchell,Electronic
10645,Elizabeth Rogers,Metal
10658,Kara Bowen,Reggae
10660,Juan Hill,R&B
10662,Diane Todd,Folk
10668,Ashley Doyle,Metal
10670,Lucas Brown,Blues
10671,Rhonda Robinson,Electronic
10672,Michael Crane,Rock
10674,Amber Gilbert,Rock
10677,Ryan Smith,Pop
10679,Rebecca Martin,Folk
10681,Kayla Yang,Reggae
10685,Michael Conway,Country
10689,Troy Perez,Metal
10696,Dustin Smith,Pop
10698,Brooke Sawyer,Reggae
10702,Marc Coleman,Metal
10703,Rebecca Howe,Pop
10711,Jason Smith,Reggae
10713,Gregory Bryant,Electronic
10716,Tammy Torres,R&B
10721,Betty Lopez,Pop
10722,Dustin Ball,Country
10724,Dustin Potter,Metal
10745,Gary Oneal,Rock
10746,Matthew Smith,Jazz
10752,Helen Griffin,Classical
10754,Robert Lamb,Metal
10756,Cody Ferguson,Country
10757,Scott Hughes,Jazz
10758,Caitlin Hunt,Jazz
10761,Amy Chung,Hip Hop
10766,James Lewis,Jazz
10770,Timothy Jackson,Blues
10774,George Velez,Hip Hop
10779,Jessica Ho,Classical
10783,Brian Singh,Jazz
10787,Michelle Barnes,Hip Hop
10790,David Beltran,Metal
10794,David Trujillo,Country
10795,Andre Murray,Reggae
10797,Sherry Hanson,R&B
10800,Gregg Gonzales,Electronic
10807,Omar Goodman,Electronic
10814,Diana Walters,Rock
10820,Raymond Green,Pop
10821,Julian Reid,Folk
10822,Joseph Houston,Country
10823,Jamie Alvarez,Classical
10829,Brian Gonzalez,Reggae
10831,Peter Cox,Electronic
10832,Timothy Jordan,Rock
10834,Tara Castillo,Reggae
10839,Joseph Gillespie,R&B
10844,Shane Adams,Pop
10846,Nancy Fisher,Country
10847,Sonia Morgan,Classical
10848,Anna Arnold,Rock
10849,Erica Scott,Electronic
10851,Devon Wagner,Jazz
10873,Megan Allen,Folk
10877,Deborah Johnson,Metal
10881,Michael Schwartz,Reggae
10883,Cynthia Stewart,Jazz
10893,Felicia Miller,Reggae
10900,Seth Mcknight,Blues
10904,Daniel Bailey,R&B
10911,Alexandra Allen,Electronic
10916,Austin Grimes,Metal
10917,Victoria Pineda,Blues
10919,Linda Porter,Country
10926,Samantha Garcia,Folk
10927,Angela Morales,Hip Hop
10932,Tara Wright,Pop
10933,Veronica Escobar,Jazz
10939,Lori Chan,Country
10946,Eric Brock,Rock
10947,Carol Harrison,Pop
10949,Jacob Waters,Country
10952,Brian Oconnell,Classical
10953,Randy Jones,Hip Hop
10954,John Moore,Metal
10958,Ronnie Thompson,Electronic
10960,Carl Hill,Electronic
10964,Eric Rodriguez,Rock
10966,Jim Perez,Rock
10970,Ashley Ortiz,Rock
10976,Kevin Collins,Pop
10990,Suzanne Perez,Country
10991,Joseph Frank,Pop
10994,Ricky Duarte,Hip Hop
11000,Katie Jones,Reggae
11001,Erica Thompson,Reggae
11002,Ana Anderson,Hip Hop
11007,Nicholas Vasquez,Hip Hop
11008,April Ferguson,Country
11011,Pamela Woods,Folk
11016,Christopher Reed,Reggae
11020,April Garcia,R&B
11025,Sheila Galvan,Metal
11027,Jeffrey Schmidt,Hip Hop
11033,Hannah West,Metal
11035,Catherine Miller,Rock
11040,Tyler Diaz,Classical
11041,Joshua Chavez,Country
11044,Rachael Ingram,Electronic
11048,Danielle Ramos,Pop
11050,Timothy Young,Hip Hop
11052,Melissa Williams,Classical
11056,Jeremy Blanchard,Hip Hop
11060,Zachary Wilkerson,Country
11061,Walter Reyes,Folk
11068,Doris Greene,Country
11069,Brandon Moody,Metal
11070,Gregory Garcia,Metal
11074,Jason Thomas,Electronic
11077,Amber Duffy,Reggae
11078,Tracie Phillips,Blues
11081,Stephanie Snow,Classical
11083,Jackson Wallace,Reggae
11084,Peter Mccall,Rock
11086,Jill Phillips,Blues
11089,Melissa Butler,Rock
11091,James Wiggins,Rock
11095,Michael Jordan,Rock
11101,Mitchell King,Country
11107,Beth Bishop,Jazz
11109,Alexandra Brown,Classical
11121,Dawn Davis,Blues
11122,Gina Harper,Folk
11123,Joshua Clarke,Rock
11125,Chelsea Williams,Pop
11126,Brandon Reyes,Folk
11129,Mark Sellers,Reggae
11130,Megan Winters,Blues
11131,Matthew Morgan,Pop
11132,John Williams,Reggae
11138,Jackie Alvarez,Jazz
11140,Joseph Reed,Rock
11141,Melissa Mendoza,Jazz
11144,Christopher Gonzalez,Jazz
11146,Andrea Carey,Reggae
11147,Lydia English,Classical
11149,Michelle Martin,Pop
11152,Timothy Rogers,Country
11153,Justin Warren,Hip Hop
11158,Mathew Bishop,Folk
11160,Audrey Craig,R&B
11165,Kelly Proctor,Metal
11168,Mark Wells,Jazz
11178,Sharon Cooper,Metal
11187,Madison Bradley,Country
11188,Richard Mendoza,Electronic
11193,Kenneth Morris,Country
11194,Caleb Rodriguez,Reggae
11196,Andrew Garcia,Classical
11197,Adam Price,Reggae
11198,Tyler Contreras,Classical
11202,Katherine Gill,Reggae
11203,Brandon Smith,Jazz
11208,Christian Evans,Jazz
11213,Carol Bowen,Pop
11215,Steven Williams,Electronic
11219,Shannon Moore,Jazz
11220,Adam Jensen,Reggae
11223,Justin Simpson,Country
11225,Daniel Duarte,Country
11228,Scott Hernandez,Pop
11230,Destiny Campbell,Pop
11236,James Holden,Reggae
11238,Thomas Mathews,Hip Hop
11244,Jacob Peck,R&B
11249,Hunter Tran,Metal
11253,Kendra Hawkins,Electronic
11257,Michael Welch,Blues
11258,Don Yates,Rock
11259,Wayne Davis,R&B
11265,Valerie Holt,Rock
11267,James Davis,Blues
11274,Michael Ingram,Reggae
11276,Gerald Peterson,Folk
11277,Robert Jones,Rock
11280,Douglas Harvey,Blues
11281,David Murray,Reggae
11284,Sandra Booth,Classical
11287,Scott Love,Classical
11291,Jeremy Garcia,Classical
11294,Anthony Mcguire,Reggae
11295,Sophia Pruitt,Rock
11297,Christopher Cox,Reggae
11300,William Lopez,Blues
11305,Hunter Savage,Jazz
11306,Karen Harris,Folk
11308,Mckenzie Johnson,Pop
11312,Andre Johnson,Classical
11315,James Lee,Country
11316,Lauren Cole,R&B
11317,David Mercado,Hip Hop
11327,David Byrd,Folk
11330,Erika Mooney,Metal
11332,Melissa Holmes,Classical
11337,Calvin Harris,Blues
11340,Diane Erickson,Metal
11348,Rachael Murray,Electronic
11351,Randall Reese,Metal
11352,April King,Folk
11354,Matthew Miller,Rock
11362,Mark Pope,Electronic
11367,Andrea Campbell,Hip Hop
11370,Jeremy Brown,Electronic
11372,Courtney Vasquez,Classical
11373,Margaret Green,Classical
11374,Gabrielle Mccullough,Reggae
11375,Christopher Martin,Jazz
11380,Michael Wise,Folk
11385,Deborah Crawford,Pop
11386,Amber Sullivan,Rock
11399,Kevin Nelson,Reggae
11407,Marcus Gonzalez,Country
11408,Jennifer Chaney,Metal
11409,Brandi Jackson,Blues
11412,Taylor Wyatt,Hip Hop
11415,Tina Orozco,Reggae
11423,Joseph Moore,R&B
11426,Kimberly Odonnell,Pop
11427,Lawrence Combs,Pop
11428,Alexander Gordon,Blues
11431,Christine Clark,Classical
11435,Colton Jacobs,Electronic
11440,Carla Bird,Jazz
11443,Crystal Morales,Country
11445,Rachel Barker,Metal
11449,Anthony Rodriguez,Metal
11454,Kathleen Curry,Electronic
11468,Robin Hicks,Reggae
11469,Richard Mcgrath,Pop
11470,Antonio Hayden,Hip Hop
11472,Andrew Fuentes,Country
11473,Erik Gray,Blues
11475,Gina Jones,Jazz
11476,Brittany Jacobs,Pop
11480,Ariel Harrington,Blues
11482,Kathryn Jimenez,Rock
11483,Holly Hubbard,Country
11490,Jessica Jones,Metal
11494,Laura Martin,Country
11498,Paul Perez,Folk
11502,Matthew Nguyen,Classical
11503,Charles Medina,Hip Hop
11509,Claudia Fowler,Metal
11511,Michael Contreras,Metal
11520,Eric Morales,Folk
11526,Daisy Watts,R&B
11529,Jeffery Castillo,Blues
11532,Amanda Smith,Classical
11535,Catherine Hines,Country
11538,Jennifer Sims,Hip Hop
11543,Vanessa Shelton,Classical
11544,Michael Carter,Blues
11546,Justin Snyder,Classical
11547,Ross Greer,Reggae
11548,Dorothy Buchanan,Hip Hop
11549,Kimberly Bell,Hip Hop
11552,Thomas Castaneda,Classical
11555,Zachary Green,Jazz
11558,Mathew Tate,Metal
11562,Brittany Anderson,Metal
11566,Cody Crawford,Rock
11567,Marvin Johnson,Country
11568,Andrew Chandler,Folk
11570,Ashley Johnson,Rock
11571,Julie Richards,Rock
11582,Eugene Wagner,R&B
11584,John York,Rock
11587,Jerry Myers,Reggae
11591,William Johnson,Blues
11592,Christine Williamson,Reggae
11594,Corey Smith,Electronic
11601,Patricia Thompson,Jazz
11612,Rhonda Brown,Folk
11615,Tracy Walters,R&B
11616,Becky Stafford,Reggae
11617,Cathy Morris,Electronic
11620,Beth Baker,Reggae
11623,Albert Johnson,Electronic
11631,Lindsay Jimenez,Pop
11638,Amber Clark,R&B
11640,Alyssa Martin,Pop
11641,Matthew Pacheco,Reggae
11642,Todd Gates,Hip Hop
11646,Katherine Buck,Hip Hop
11651,Jessica Levy,Country
11664,Jacob Schneider,Blues
11667,Grace Hawkins,Reggae
11672,Stephen Patterson,Rock
11673,Theresa Meadows,Hip Hop
11680,Jeremy Ross,Country
11681,Ashley Li,Rock
11683,Amber Holt,Rock
11687,Danielle Mclean,Pop
11692,Evan Turner,R&B
11695,Dawn Wright,Electronic
11711,Jessica Hoffman,Classical
11712,Danielle Robertson,Reggae
11713,Evelyn Richardson,Country
11718,Patrick Parker,Country
11719,Matthew Nixon,Country
11720,Clarence Kline,Folk
11722,Angela Mcdonald,Metal
11723,Scott Larson,Classical
11724,David Hodges,Jazz
11725,Valerie Jimenez,Reggae
11733,Lori Camacho,Rock
11735,Kyle Hernandez,R&B
11736,Paul Brown,Folk
11738,Philip Hernandez,Country
11739,Jason Johnson,Metal
11742,Mark Schneider,Electronic
11743,Emily Harvey,Reggae
11750,Nicole Johnson,Hip Hop
11755,Wendy Bond,Electronic
11756,Michael Guzman,Jazz
11762,Randall Ortiz,Jazz
11768,Emily Vaughan,Reggae
11770,Michael Cooper,Reggae
11774,Christopher King,Rock
11778,Mary Morgan,R&B
11780,Chelsea Ross,Reggae
11795,Jasmine Kaiser,R&B
11798,Mary Combs,Classical
11801,Daniel Fry,Blues
11802,Cheyenne Chang,Metal
11805,Matthew Murphy,Blues
11810,Anthony Gonzalez,Classical
11814,Mike Lopez,R&B
11818,Angelica Fitzgerald,Pop
11823,Justin Taylor,Jazz
11826,Eric Green,Rock
11827,Paul Hunter,Folk
11828,Jessica Brooks,Country
11829,Russell Hardy,Metal
11831,Amy Caldwell,Metal
11832,Laura Burton,Electronic
11836,Courtney Zhang,R&B
11837,Kyle Knight,Electronic
11838,Dawn Hendricks,R&B
11848,Jennifer Turner,Hip Hop
11849,Jared Jones,Hip Hop
11852,Carol Mccoy,Country
11853,Kiara Reese,R&B
11861,Andrew Pearson,Jazz
11868,Michael Reed,Hip Hop
11870,Robert Byrd,Folk
11872,Lauren Buchanan,Blues
11880,Thomas Waters,Reggae
11881,Adrian Martin,R&B
11886,Gabriella Scott,Hip Hop
11888,Kristi Morrison,Electronic
11889,Ann Tapia,Folk
11892,Natasha Davis,Hip Hop
11893,Andrew Wilson,Reggae
11894,Dustin Guerra,Rock
11895,Abigail Carter,Hip Hop
11896,Kenneth Fuller,Jazz
11899,Michelle Newton,Rock
11902,Joy Jones,Hip Hop
11906,Rachel Olsen,Electronic
11909,Thomas Parrish,Folk
11910,Abigail Shelton,Electronic
11913,William Watson,R&B
11914,Renee Bryant,R&B
11916,Joshua Howe,Metal
11917,Dorothy Villegas,Rock
11920,Andrew Freeman,Jazz
11921,Deanna Thomas,Reggae
11923,James Fernandez,Reggae
11929,Michael Reed,Pop
11930,Matthew Palmer,Pop
11931,David Kidd,Reggae
11934,Calvin Smith,Hip Hop
11935,Paul Monroe,Folk
11937,Christopher Evans,Rock
11943,Robert Green,Rock
11944,Amanda Pruitt,Hip Hop
11952,Matthew Shaffer,Reggae
11957,Sara James,Rock
11958,Vanessa Cannon,Reggae
11960,Joseph Williams,Country
11961,Patrick Bowman,Electronic
11965,Mary Greene,Blues
11968,Jennifer Wilcox,Classical
11971,Austin Kirk,Jazz
11972,Sarah Wilson,Folk
11974,Amanda Murphy,Rock
11977,Autumn Benson,Folk
11978,Cheryl Chapman,R&B
11979,Colin Fisher,R&B
11981,Allison Wise,Country
11982,Lindsey Diaz,Reggae
11986,Christopher Brown,Folk
11988,James Castaneda,R&B
11991,Julia Guzman,Metal
11996,Daniel West,Electronic
11999,Tina Grant,Metal
12002,Gloria Ward,Blues
12005,Abigail Jackson,Pop
12006,Gina Jones,Classical
12023,Ashley Benitez,R&B
12027,Carl Zavala,Reggae
12028,John Mcconnell,R&B
12034,Robert Armstrong,Rock
12036,Randy Perkins,Hip Hop
12039,Amber Nelson,Classical
12049,Tyler Thomas,Jazz
12055,Justin Wilkerson,Reggae
12063,Sabrina Caldwell,Country
12067,Jeremy Patrick,Jazz
12068,Amanda Williams,Blues
12072,Joseph Roberts,Country
